name,description,imagelink,price,rating,merchant
USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hijau,"USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB

SPESIFIKASI
Merek: USAMS
Model: US-CD150
Warna: Putih, Hitam & Hijau
Bahan: ABS + PC
Kapasitas Baterai: 10000mAh
Nilai Energi : 37Wh
Ukuran: 143 X 69.5 X 15.3 mm
Berat: sekitar 225g
Input Mikro / Tipe-C: 5V - 2A
Output USB1 / USB2 Output : 5V - 2A
Total Output Port Ganda: 2A (Maks)
Baterai: Baterai Li- polimer
Kompatibilitas: Untuk Ponsel Apple / Android
Aksesoris: Kabel pengisian mikro x1

FITUR
1. Output Ganda, Isi daya 2 perangkat secara bersamaan.
2. Input ganda, kompatibel dengan kabel mikro / tipe-C.
3. 10000mAh kapasitas besar, berikan daya yang cukup.
4. Daya tampilan LED, dengan lanyard, mudah dibawa.

*NOTE
Pengiriman Powerbank keluar pulau jawa harap menggunakan Ekspedisi sicepat
Terimakasih, Happy Shopping!

*WAJIB MENYERTAKAN VIDEO UNBOXING PAKET DAN HUBUNGI CUSTOMER SERVICE KAMI UNTUK MENGKLAIM GARANSI ATAU PRODUK YANG TIDAK LENGKAP *

GARANSI PRODUK 12 BULAN
PRODUK USAMS ORIGINAL 100%",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/16/e84e360c-d377-44fc-b938-c287cb3c6894.jpg.webp?ect=4g,79000,4.9,USAMS ID Official
KABEL DATA MICRO BASEUS MINI WHITE CABLE FOR MICRO 2.4A - Putih,"BS-CA-MSW-WH


Kabel berkualitas tinggi memungkinkan transmisi data dan pengisian daya smartphone Anda.

Area sensitif kabel telah diperkuat secara khusus untuk melindunginya dari kerusakan mekanis. Dengan bahan berkualitas tinggi, kabel ini tahan terhadap kerusakan mekanis ringan, dan sobekan.

SPEK :
Material: TPE
Length: 1m
Charging current: 2.4 A
Transmission rate: 480 Mb/s
Warna: Putih

Berat Paket: 100 gram
Dimensi Paket: 17.2*9.1*2 cm

Isi Paket:
1*Baseus Mini White Cable USB for micro 2.4A 1m

Garansi: 6 Bulan (Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna= garansi void)",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/27/d0d87747-7d4c-4016-93b9-16ecfdff006c.png.webp?ect=4g,29000,4.9,Baseus Official Store
Phone Holder - Phone Stand - Desk Phone Holder ZJ08,"Phone Holder dengan ketinggian yang dapat diatur sehingga tidak membuat leher atau pundak lelah , tidak perludigengam sehingga lebih santai
- dapat disesuaikan 35 derajat
- bisa digunakan semua tipe smartphone & Table
- dengan mudah mencabut dan memasang kabel bisa mengisi daya

⛔ PERATURAN TOKO ⛔
Mohon Lakukan 📹 Video Unboxing Saat 🗳️Paket Diterima
Jika ada kekurangan barang ,harap foto 📑 Label pengiriman dan Melampirkan 📹 video unboxing
Tidak Menerima Sisipan Warna dan Variasi VIA 📵CHAT marketplace :)",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/3/847d87d7-8672-4b58-b07d-995ec2152f19.jpg.webp?ect=4g,17000,4.7,PINZY Official Store
"Xiaomi Official Redmi 9A 3/32GB 6.53"" HD Mi Smartphone AI Face Unlock - Sky blue","Xiaomi Official Store Garansi Resmi, IMEI Resmi
Redmi 9A memiliki layar imersif 6,53"" HD+ dengan layar besar, kamu dapat sepenuhnya membenamkan diri di dunia maya. Cahaya biru rendah untuk pengalaman melihat yang nyaman.
Redmi 9A memiliki baterai besar 5000mAh dengan 34 hari waktu siaga, baterai ini memberikan daya yang tahan lama. Baterai memiliki jumlah siklus pengisian daya hingga 1000,Daya tahan baterai meningkat25% dibandingkan dengan standar pasar.

Xiaomi Redmi 9A peningkatan daya pemrosesan. Prosesor MediaTek Helio G25 memberikan performa yang andal, memastikan pengalaman penggunaan yang lancar. Peningkatan daya pemrosesan. Prosesor MediaTek Helio G25 memberikan performa yang andal, memastikan pengalaman penggunaan yang lancar.

Redmi 9A mengabadikan memori indah dengan kamera AI 13 MP

Redmi 9A dapat membuka kunci dalam sekejap dengan AI Face Unlock!. Ponsel akan mengenali wajahmu dan membuka kunci dalam sekejap.Xiaomi Redmi 9A menggunakan layar baru yang diperhalus.

Warranty 24 Months

Spesifikasi:

Fitur: MediaTek Helio G25
Tampilan: 6,53'HD+ Layar Dot Drop
Baterai: 5000mAh (typ)
Kamera: 13MP belakang 5MP kamera selfie
Buka kunci: AI Face Unlock
Jaringan & Konektivitas:
Band jaringan
GSM B2/3/5/8
WCDMA B1/2/4/5/8
LTE-FDD B1/2/3/4/5/7/8/20/28
LTE-TDD B38/40/41(2535-2655MHz)
Jaringan nirkabel
Mendukung protokol: 802.11 b/g/n
Mendukung 2.4G Wi-Fi / Wi-Fi Direct
Mendukung Bluetooth 5.0
Mendukung radio FM (dengan headphone)
Port: Port pengisian daya micro USB | 3,5 mm port headphone
Navigasi & Positioning: • GPS • AGPS • GLONASS • Beidou
Sensor: • Motor getaran • Sensor jarak • Sensor cahaya ambient • Akselerometer
Multimedia: MP4 • MP3 • MKV • AAC
Audio: Output audio oleh 1712 speaker dengan kotak besar

Isi paket pembelian:
1 Redmi 9A
1 Adaptor
1 Pengisi daya 5V2A
1 Kabel Mikro-USB
Alat SIM ejektor
Kartu garansi
Panduan pengguna",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/24/dd0bb038-78fe-4533-b102-b5e81ecd76cb.png.webp?ect=4g,1279000,4.9,Xiaomi Official Store
Remax Lango Power Bank 20000mAh RPP-166 - Putih,"20000mAh Large capacity, supplies a super fast charge at 2.1A of total output to your devices so you can spend less time charging and more time talking, texting, listening, reading or gaming
Simultaneous Charging: Two USB ports allow you to charge two devices at the same time

Safeguard your device from any overheating, overvoltage and short circuiting
Light indicator for showing remaining capacity power

Mini and compact, convenient to carry, ideal for traveling usage

Size: 139.5 x 67.2 x 27.9mm",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/26/7be9f2e5-0c7c-4671-adcc-f27b1c8a131a.jpg.webp?ect=4g,149000,4.9,Remax Indonesia Official
"Xiaomi Official Redmi 9A 3/32GB 6.53"" HD Mi Smartphone AI Face Unlock - Grey","Xiaomi Official Store Garansi Resmi, IMEI Resmi
Redmi 9A memiliki layar imersif 6,53"" HD+ dengan layar besar, kamu dapat sepenuhnya membenamkan diri di dunia maya. Cahaya biru rendah untuk pengalaman melihat yang nyaman.
Redmi 9A memiliki baterai besar 5000mAh dengan 34 hari waktu siaga, baterai ini memberikan daya yang tahan lama. Baterai memiliki jumlah siklus pengisian daya hingga 1000,Daya tahan baterai meningkat25% dibandingkan dengan standar pasar.

Xiaomi Redmi 9A peningkatan daya pemrosesan. Prosesor MediaTek Helio G25 memberikan performa yang andal, memastikan pengalaman penggunaan yang lancar. Peningkatan daya pemrosesan. Prosesor MediaTek Helio G25 memberikan performa yang andal, memastikan pengalaman penggunaan yang lancar.

Redmi 9A mengabadikan memori indah dengan kamera AI 13 MP

Redmi 9A dapat membuka kunci dalam sekejap dengan AI Face Unlock!. Ponsel akan mengenali wajahmu dan membuka kunci dalam sekejap.Xiaomi Redmi 9A menggunakan layar baru yang diperhalus.

Warranty 24 Months

Spesifikasi:

Fitur: MediaTek Helio G25
Tampilan: 6,53'HD+ Layar Dot Drop
Baterai: 5000mAh (typ)
Kamera: 13MP belakang 5MP kamera selfie
Buka kunci: AI Face Unlock
Jaringan & Konektivitas:
Band jaringan
GSM B2/3/5/8
WCDMA B1/2/4/5/8
LTE-FDD B1/2/3/4/5/7/8/20/28
LTE-TDD B38/40/41(2535-2655MHz)
Jaringan nirkabel
Mendukung protokol: 802.11 b/g/n
Mendukung 2.4G Wi-Fi / Wi-Fi Direct
Mendukung Bluetooth 5.0
Mendukung radio FM (dengan headphone)
Port: Port pengisian daya micro USB | 3,5 mm port headphone
Navigasi & Positioning: • GPS • AGPS • GLONASS • Beidou
Sensor: • Motor getaran • Sensor jarak • Sensor cahaya ambient • Akselerometer
Multimedia: MP4 • MP3 • MKV • AAC
Audio: Output audio oleh 1712 speaker dengan kotak besar

Isi paket pembelian:
1 Redmi 9A
1 Adaptor
1 Pengisi daya 5V2A
1 Kabel Mikro-USB
Alat SIM ejektor
Kartu garansi
Panduan pengguna",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/24/bcd819e8-c50d-41ef-a12a-0f6f23c1bddd.png.webp?ect=4g,1279000,4.9,Xiaomi Official Store
Wall Charger Anker Powerport Nano 20W - A2633,"Didesain untuk iPhone:
Keluaran 20W Anker Nano dirancang untuk memberikan daya maksimum ke iPhone 12.

Kecepatan Tak Tertandingi:
Isi daya iPhone 12 dan model iPhone sebelumnya hingga 3 × lebih cepat daripada dengan Pengisi Daya 5W asli.

Desain Hemat Ruang:
Dengan ukuran 50% lebih kecil dari pengisi daya iPhone 18W standar, Anker Nano memberikan daya lebih sekaligus menghemat ruang di tas Anda atau saat dicolokkan ke stopkontak.

Bekerja dengan Sebagian Besar Perangkat Genggam:
Sediakan pengisian daya hingga 20W ke sebagian besar ponsel andalan termasuk iPhone dan Samsung Galaxy S20 serta jam tangan pintar dan earbud.

Apa yang Anda Dapatkan:
*PowerPort III Nano
*Panduan selamat datang,
*Garansi 18 bulan bebas khawatir kami, dan layanan pelanggan yang ramah (kabel tidak termasuk).

Specs
Input: 100-240V 0.6A 50-60Hz
Output: 5V=3A/9V=2.22A
Dimensi: 1.81 x 1.08 x 1.08 inches",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/10/3d481adf-7d6d-4b84-a8f7-f9142403a0e1.jpg.webp?ect=4g,149000,5,Anker Indonesia
Xiaomi Official Redmi Note 9 4/64 GB Garansi Resmi Mi Smartphone - Midnight Grey,"Prosesor
MTK Helio G85
Prosesor octa-core performa tinggi
Frekuensi: hingga 2,0GHz
GPU: ARM G52 MC2, hingga 1000MHz
MediaTek HyperEngine

Baterai dan Pengisian daya
5020mAh (typ)*
Mendukung pengisian daya cepat 18W
Pengisi daya dalam kotak: 22,5W
Mendukung pengisian daya nirkabel terbalik 9W (maks)

Layar dan Desain
6,53"" DotDisplay
Resolusi: 2340x1080 FHD+ | 19,5:9
Kecerahan 450nit (typ)
Rasio kontras warna: 1500:1 (typ)
NTSC: 84% (typ)
Corning® Gorilla® Glass 5 depan
Pelapis nano tahan percikan
Kamera belakang

48MP AI quad kamera
48MP kamera utama
Ukuran sensor 1/2""
1,6μm 4-in-1 Super Piksel, 0,8μm ukuran piksel
f/1.79
AF, Lensa 6P, FOV 79,4°
8MP kamera sudut ultra lebar
FOV 118°
f/2.2
Ukuran sensor 1/4""
Ukuran piksel 1,12μm, lensa 5P
2MP kamera makro
AF (2cm-10cm)
Ukuran piksel 1,75μm
f/2.4 aperture
2MP sensor kedalaman
Ukuran sensor 1/5""
Ukuran piksel 1,75μm
Lensa 3P, ƒ/2.4, FF
Penyimpanan dan RAM


ROM+Ram: 4GB + 64GB",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/26/395720b1-361f-46f0-afd5-349e62d1eba5.png.webp?ect=4g,1999000,4.9,Xiaomi Official Store
"Xiaomi Official Redmi 9C 4/64GB 6.53"" HD Mi Smartphone AI Face Unlock - Bright blue","Xiaomi Official Store Garansi Resmi, IMEI Resmi
Xiaomi Redmi 9C memiliki Layar Besar DotDrop 6.53"""" HD+. Layar yang besar memungkinkan diri anda untuk sepenuhnya menikmati keajaiban dunia virtual. Teknologi Low Blue Light untuk pengalaman menonton yang nyaman. Dengan sertifikasi perlindungan blue light mata anda akan tetap nyaman meskipun telah menghabiskan banyak waktu di handphone Anda.

Xiaomi Redmi 9C memiliki peningkatan kekuatan prosesor. Prosesor MediaTek Helio G35 memberikan kinerja yang dapat diandalkan, menjamin kinerja yang bebas hambatan. HyperEngine, Teknologi HyperEngine game menawarkan pengalaman bermain game yang lebih lancar dan responsif, dengan koneksi yang lebih dapat diandalkan dan visual yang lebih hidup.

Xiaomi Redmi 9C menggunakan AI Face Unlock. Buka kunci handphone anda dengan AI Face unlock, handphone akan mengenali wajah anda dan akan membuka kunci secara instan.

Xiaomi Redmi 9C memiliki polesan tampilan baru. Bagian belakang menampilkan desain bertekstur yang mencegah bekas sidik jari anda sehingga dapat mempertahankan tampilan aslinya setiap saat.

warranty 24 months

Spesifikasi:

CPU: MediaTek Helio G35 Octa-core 12 nm hingga 2.0GHz
GPU: PowerVR GE8320 650 MHz
Layar: 6.53"""" HD+ DotDrop
Baterai: 5000 mAh
Port micro USB (pengisian daya 10W)
Kamera belakang: 13MP AI
Kamera depan: 5MP AI mendukung face unlock
Slot SIM card: 2+1 (dual 4G standby + microSD)
Dimensi: 164.9 x 77.07 x 9.0 mm
Port audio headphone 3.5mm
Navigasi: GPS, GLONASS, AGPS, Beidou
Sensor: motor getaran, deteksi jarak, sensor deteksi cahaya, akselerometer
Di dalam kotak pembelian: handset Redmi 9C, adapter pengisian daya 5V2A, kabel micro USB, alat SIM ejector, kartu garansi, panduan penggunaan

Isi paket pembelian:

1 Redmi 9C
1 Adaptor
1 Pengisi daya
1 Kabel Mikro-USB
Alat SIM ejektor
Kartu garansi
Panduan pengguna",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/6/1d3d92e7-0c63-4d5b-b5e0-0443274db290.png.webp?ect=4g,1578000,4.9,Xiaomi Official Store
ACMIC Braided Line Kabel Data Charger 100cm Fast Charging Cable - Micro USB GM100,"GARANSI 18 BULAN RUSAK GANTI BARU
UNLIMITED CLAIM
TANPA PERLU SIMPAN BOX

Selama bisa klik BELI, berarti Stok Ready yah :)

ADA 6 VARIAN YANG KAMI JUAL :
1. Micro USB GM100 = Kabel Micro USB untuk Android (Lihat produk di gambar Varian)
2. Type-C USB GC100 = Kabel USB Type C untuk Android (Lihat produk di gambar Varian)
3. iPhone GL100 = Kabel USB Lightning untuk iPhone (Lihat produk di gambar Varian)
4. isi 2Pcs GM100
5. isi 2Pcs GC100
6. isi 2Pcs GL100

INFO PENGIRIMAN & GARANSI
Klik ➤ :

Catatan:
Mohon videokan proses unboxing saat membuka paket demi mencegah hal-hal yang tidak diinginkan. Terima kasih :)

▁▁▁▁▁▁▁▁▁
Info Produk:

ACMIC Braided Line Kabel Data Fast Charging
Panjang : 1 meter

✧ Terbuat dari nylon braided berkualitas tinggi.
✧ Anti bending design, mencegah kerusakan pada ujung kabel hingga 6x lebih tahan lama.
✧ Fast Charging (Mendukung Qualcomm Quick Charge 3.0) (untuk varian Micro USB dan Type-C )
✧ Fast Charging hingga 2,4A (untuk varian iPhone Lightning)
✧ Dapat digunakan sebagai kabel data (Speed up to 480Mbps)
✧ Dengan fitur Smart Over Current Protection yang efektif mencegah kerusakan baterai ponsel.

▁▁▁▁▁▁▁▁▁

Mau cari yang 2 meter atau 3 meter?
Klik link di bawah ini yah :)",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/2/1a60ec55-d570-411a-abf7-7e2a31a73bd3.jpg.webp?ect=4g,15900,4.9,ACMIC Official Store
TRANSFORMERS HOLDER HP FOLDING STAND FOLDING STEN TATAKAN HP DI MEJA - Hitam,"READY STOCK !!
SILAHKAN LANGSUNG DIPESAN KAK !!

TERSEDIA 2 WARNA
- BLACK
- WHITE

MOHON BELI SESUAI VARIAN YANG DIINGINKAN YA :)


KEMASAN DALAM BOX
1X HOLDER FOLDING STENS
1X LEMBAR ANTI SLIP BISA DI POTONG2 DAN DI TEMPEL DI HOLDER BIAR GA LICIN


SPEKSIFIKASI :
- MODEL TRANSFORMERS
- MODEL FOLDING LIPAT
- SANGAT SIMPLE DAN MUDAH DIBAWAH KEMANA2
- BISA DI NAIK TURUNKAN
POSISI TIDAK DINAIKAN 10CM.POSISI DI NAIKAN MENJADI 14CM


TERIMA KASIH SUDAH BERBELANJA DITOKO KAMI :)",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/15/c9dd2abe-f313-4583-956c-defb2951439f.jpg.webp?ect=4g,8900,4.8,JV ACC
Powerbank Sniper 10000 mAh Powershoot S412151,"Powerbank 10000mAh Flight Friendly ✈ 37Wh - Compatible untuk iPhone dan Android.
▁▁▁▁▁▁▁▁▁
Spesifikasi Produk:

• Model S412151
• Kapasitas : 10000 mAh
• Flight Friendly ✈ 37Wh
• Input Micro : DC 5V-2A
• Input Type C : DC 5V-2A
• Output 1 : 5V - 1A
• Output 2 : 5V - 2.1 A ( Max )
• Dimensi : L94*W60*H24mm
• Berat : 202g
• Warna : Hitam
• Material : ABS+PC+Polylithium battery
• Working Temperature : 0℃ - 45 ℃
• Certificate: CE, RoHS, FCC, MSDS
• Battery Type: Polylithium battery
• Applicable Object : Universal USB Devices
• Output Interface
• Double USB
• Recharging Time : 3-5Hours

What You Get :
1 x PowerShoot S412151
1 x USB Charging Cable

Premium 10000mAh Battery with dual USB output : Hold power well, it can full charge your iPhone 7 3.6 times,iPhone x 2.6 times,Galaxy s9 2.3 times and iPad Mini 1.4 times.

Portable Every Day Carry:Slim body makes it easy to put it in your pocket or back pack when phone battery dead during travel roads.

BELUM FAST CHARGING

Kamu Butuh yang Fast Charging ?

Powerbank Slim S411501 - 10.000mAh :


Powerbank Wireless S412804 - 10.000mAh :


Powerbank S111371 - 10.000mAh :


Powerbank S111571 - 20.000mAh (Bisa Charging Nintendo Switch):


Important Note :
10000mAh is the real capacity of the powerbank. But for all power bank there is a parameter called ""Conversion rate"". It's impossible this powerbank can charge a phone with10000mAh battery full. Since there is loss in the PCB board and also the charging wire.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/1/4523f908-0514-4e26-92da-5aa98e2ca80e.jpg.webp?ect=4g,80000,4.8,Sniper Indonesia
"Xiaomi Official Redmi 9A 2/32GB 6.53"" HD Mi Smartphone AI Face Unlock - SP Edition Blue","Xiaomi Official Store Garansi Resmi, IMEI Resmi
Redmi 9A memiliki layar imersif 6,53"" HD+ dengan layar besar, kamu dapat sepenuhnya membenamkan diri di dunia maya. Cahaya biru rendah untuk pengalaman melihat yang nyaman.
Redmi 9A memiliki baterai besar 5000mAh dengan 34 hari waktu siaga, baterai ini memberikan daya yang tahan lama. Baterai memiliki jumlah siklus pengisian daya hingga 1000,Daya tahan baterai meningkat25% dibandingkan dengan standar pasar.

Redmi 9A peningkatan daya pemrosesan. Prosesor MediaTek Helio G25 memberikan performa yang andal

Redmi 9A mengabadikan memori indah dengan kamera AI 13 MP

Redmi 9A dapat membuka kunci dalam sekejap dengan AI Face Unlock!. Ponsel akan mengenali wajahmu dan membuka kunci dalam sekejap.Xiaomi Redmi 9A menggunakan layar baru yang diperhalus.

Warranty 24 Months

Spesifikasi:

Fitur: MediaTek Helio G25
Tampilan: 6,53'HD+ Layar Dot Drop
Baterai: 5000mAh (typ)
Kamera: 13MP belakang 5MP kamera selfie
Buka kunci: AI Face Unlock
Jaringan & Konektivitas:
Band jaringan
GSM B2/3/5/8
WCDMA B1/2/4/5/8
LTE-FDD B1/2/3/4/5/7/8/20/28
LTE-TDD B38/40/41(2535-2655MHz)
Jaringan nirkabel
Mendukung protokol: 802.11 b/g/n
Mendukung 2.4G Wi-Fi / Wi-Fi Direct
Mendukung Bluetooth 5.0
Mendukung radio FM (dengan headphone)
Port: Port pengisian daya micro USB | 3,5 mm port headphone
Navigasi & Positioning: • GPS • AGPS • GLONASS • Beidou
Sensor: • Motor getaran • Sensor jarak • Sensor cahaya ambient • Akselerometer
Multimedia: MP4 • MP3 • MKV • AAC
Audio: Output audio oleh 1712 speaker dengan kotak besar

Isi paket pembelian:
1 Redmi 9A
1 Adaptor
1 Pengisi daya 5V2A
1 Kabel Mikro-USB
Alat SIM ejektor
Kartu garansi
Panduan pengguna",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/24/7d8ca3ec-f14a-44e0-b1d5-bff9d475c301.png.webp?ect=4g,1179000,4.9,Xiaomi Official Store
KEPALA CHARGER BASEUS 24W QUICK CHARGER QC3.0 - Putih,"BS-CH-QC-WH

Deskripsi Produk
Masih merasa ngecas pake wireless itu lamban?
Mungkin anda memakai charger yang tidak sesuai!
Spesifikasi:
Merek: Baseus
Model: Baseus Wireless Charging Quick Charger (Qualcomm QC 3.0)
Bahan: PC + ABS
Input: 100-240V - 50/60Hz 0.8a max
Output: 3.6V ''"" 8V ''"" 3.0A/12V ''"" 2.0A
Warna: Putih
Panjang: 8.8*3.3*3.4 cm
Berat Produk: 85 gram
Dimensi Paket: 11.3*3.7*3.8 cm
Isi Paket:

KEPALA CHARGER BASEUS 24W QUICK CHARGER QC3.0 *1
Warranty Card*1
Garansi: 6 Bulan (Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna''''""'' garansi void)",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/3/81183297-3c70-4e9f-965d-c02fd1d41f7c.png.webp?ect=4g,79000,4.9,Baseus Official Store
ACMIC Braided Line Kabel Data Charger 100cm Fast Charging Cable - isi 2Pcs GM100,"GARANSI 18 BULAN RUSAK GANTI BARU
UNLIMITED CLAIM
TANPA PERLU SIMPAN BOX

Selama bisa klik BELI, berarti Stok Ready yah :)

ADA 6 VARIAN YANG KAMI JUAL :
1. Micro USB GM100 = Kabel Micro USB untuk Android (Lihat produk di gambar Varian)
2. Type-C USB GC100 = Kabel USB Type C untuk Android (Lihat produk di gambar Varian)
3. iPhone GL100 = Kabel USB Lightning untuk iPhone (Lihat produk di gambar Varian)
4. isi 2Pcs GM100
5. isi 2Pcs GC100
6. isi 2Pcs GL100

INFO PENGIRIMAN & GARANSI
Klik ➤ :

Catatan:
Mohon videokan proses unboxing saat membuka paket demi mencegah hal-hal yang tidak diinginkan. Terima kasih :)

▁▁▁▁▁▁▁▁▁
Info Produk:

ACMIC Braided Line Kabel Data Fast Charging
Panjang : 1 meter

✧ Terbuat dari nylon braided berkualitas tinggi.
✧ Anti bending design, mencegah kerusakan pada ujung kabel hingga 6x lebih tahan lama.
✧ Fast Charging (Mendukung Qualcomm Quick Charge 3.0) (untuk varian Micro USB dan Type-C )
✧ Fast Charging hingga 2,4A (untuk varian iPhone Lightning)
✧ Dapat digunakan sebagai kabel data (Speed up to 480Mbps)
✧ Dengan fitur Smart Over Current Protection yang efektif mencegah kerusakan baterai ponsel.

▁▁▁▁▁▁▁▁▁

Mau cari yang 2 meter atau 3 meter?
Klik link di bawah ini yah :)",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/2/5e592d9f-6ffd-4fd1-9c2f-1bd97db8f9ab.jpg.webp?ect=4g,25900,4.9,ACMIC Official Store
UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB231 - Hitam,"REKOMENDASI PRODUK UNEED LAINNYA :
Charger Smart Charging : https://www.tokopedia.com/uneed-indonesia/uneed-dual-smart-charger-fast-charging-max-10w-uch121
Kabel Fast Charging : https://www.tokopedia.com/uneed-indonesia/uneed-nylon-braided-kabel-data-type-c-micro-usb-lightning-ucb43-micro-usb
Kabel Auto Disconnect QC 3.0 : kasi link UCB21
Hybrid Pro Glass Screen Protector for Smartphone :

BUILT IN CABLE
Di desain khusus dengan built-in cable pada powerbank, sehingga anda tidak perlu repot membawa kabel usb, cukup dengan membawa powerbank dan sudah dapat digunakan kapanpun dimanapun.

FAST RE-CHARGE 2A
Dengan teknologi Fast Re-Charge sehingga pengisian daya ke powerbank akan lebih cepat dan efisien.

SMART CHARGING
Akan menyesuaikan besarnya daya yang paling tepat, dengan waktu tercepat yang sesuai dengan perangkat anda, yang didukung dengan IC PROTECTION untuk perlindungan ekstra pada perangkat anda.

QUAD OUTPUT & DUAL INPUT
Memiliki 2 port sebagai input untuk mendukung mobilitas dan 4 port output yang dapat mengisi daya secara bersamaan.

IC PROTECTION SYSTEM
Dapat melindungi powerbank anda dari Over Voltage, Over Current, Over Charge, Over Power, Over Heat dan Short Circuit.

BATTERY LED INDICATOR
Terdapat LED Indicator yang akan memudahkan pengguna untuk mengetahui kapasitas yg tersisa dari powerbank.

PRODUCT DIMENSIONS
P x L x T : 140 x 68 x 20mm
Weight : 228g

UNEED UPB231 Garansi 12 bulan terhitung dari tanggal pembelian dengan ketentuan:
Full Replacement, jika powerbank bermasalah / rusak akan ditukar dengan powerbank yang baru
Kartu Garansi & Nota pembelian harus disertakan saat claim garansi ( jika salah satu dari Kartu Garansi / Nota pembelian hilang maka Garansi VOID )
Garansi hanya berlaku untuk UNIT POWERBANK",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/17/61409c1e-0246-4ed1-aa93-4824501b5293.jpg.webp?ect=4g,111720,4.9,Uneed Indonesia
Phone Holder Tempat Dudukan HP Lipat Folding Desktop HP,"Phone Holder dengan ketinggian yang dapat diatur sehingga tidak membuat leher atau pundak lelah , tidak perlu digenggam sehingga lebih santai
- dapat disesuaikan 35 derajat
- bisa digunakan semua tipe smartphone & Table
- dengan mudah mencabut dan memasang kabel bisa mengisi daya

Deskripsi STAND HOLDER HP - HOLDER STAND HP - FOLDING DESKTOP PHONE STAND
Keunggulan:
*Phone holder simple & portable
*Sudut pandang holder dapat diatur ke atas dan ke bawah 35 derajat
*Tinggi maksimal holder 8.8cm
*3 Fitur bagian holder:
- Dilapisi silikon untuk melindungi smartphone dan tablet dari resiko jatuh saat sedang digunakan.
- Dibekali frame tipis untuk meluaskan pandangan pengguna saat sedang menikmati berbagai aktivitas mobile di RT-US04
- Dilengkapi dengan celah kabel charge untuk memudahkan pengisian daya
*Bagian bawah holder sangat stabil sehingga dapat menopang berbagai ukuran smartphone hingga tablet maksimal 10.5 inch",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/10/fab99173-e54b-4fbb-9fb1-11efc7942b93.jpg.webp?ect=4g,17900,4.7,SmartClick
